,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
67,550850566,2151760,EURINR24APR86.75CE,EURINR,0.0,2024-04-26,86.75,0.0025,1,CE,BCD-OPT,BCD
68,550847238,2151747,EURINR24APR86.75PE,EURINR,0.0,2024-04-26,86.75,0.0025,1,PE,BCD-OPT,BCD
69,550703110,2151184,EURINR24APR86CE,EURINR,0.0,2024-04-26,86.0,0.0025,1,CE,BCD-OPT,BCD
70,550983174,2152278,EURINR24APR86PE,EURINR,0.0,2024-04-26,86.0,0.0025,1,PE,BCD-OPT,BCD
71,550718470,2151244,EURINR24APR87.25CE,EURINR,0.0,2024-04-26,87.25,0.0025,1,CE,BCD-OPT,BCD
72,550714630,2151229,EURINR24APR87.25PE,EURINR,0.0,2024-04-26,87.25,0.0025,1,PE,BCD-OPT,BCD
73,550821638,2151647,EURINR24APR87.5CE,EURINR,0.0,2024-04-26,87.5,0.0025,1,CE,BCD-OPT,BCD
74,550815494,2151623,EURINR24APR87.5PE,EURINR,0.0,2024-04-26,87.5,0.0025,1,PE,BCD-OPT,BCD
75,550706950,2151199,EURINR24APR87.75CE,EURINR,0.0,2024-04-26,87.75,0.0025,1,CE,BCD-OPT,BCD
76,550702086,2151180,EURINR24APR87.75PE,EURINR,0.0,2024-04-26,87.75,0.0025,1,PE,BCD-OPT,BCD
77,550835974,2151703,EURINR24APR87CE,EURINR,0.0,2024-04-26,87.0,0.0025,1,CE,BCD-OPT,BCD
78,550831878,2151687,EURINR24APR87PE,EURINR,0.0,2024-04-26,87.0,0.0025,1,PE,BCD-OPT,BCD
79,550851846,2151765,EURINR24APR88.25CE,EURINR,0.0,2024-04-26,88.25,0.0025,1,CE,BCD-OPT,BCD
80,550848006,2151750,EURINR24APR88.25PE,EURINR,0.0,2024-04-26,88.25,0.0025,1,PE,BCD-OPT,BCD
81,550964486,2152205,EURINR24APR88.5CE,EURINR,0.0,2024-04-26,88.5,0.0025,1,CE,BCD-OPT,BCD
82,550960390,2152189,EURINR24APR88.5PE,EURINR,0.0,2024-04-26,88.5,0.0025,1,PE,BCD-OPT,BCD
83,550871046,2151840,EURINR24APR88.75CE,EURINR,0.0,2024-04-26,88.75,0.0025,1,CE,BCD-OPT,BCD
84,550867718,2151827,EURINR24APR88.75PE,EURINR,0.0,2024-04-26,88.75,0.0025,1,PE,BCD-OPT,BCD
85,550975238,2152247,EURINR24APR88CE,EURINR,0.0,2024-04-26,88.0,0.0025,1,CE,BCD-OPT,BCD
86,550971142,2152231,EURINR24APR88PE,EURINR,0.0,2024-04-26,88.0,0.0025,1,PE,BCD-OPT,BCD
87,550707462,2151201,EURINR24APR89.25CE,EURINR,0.0,2024-04-26,89.25,0.0025,1,CE,BCD-OPT,BCD
88,550702854,2151183,EURINR24APR89.25PE,EURINR,0.0,2024-04-26,89.25,0.0025,1,PE,BCD-OPT,BCD
89,550808070,2151594,EURINR24APR89.5CE,EURINR,0.0,2024-04-26,89.5,0.0025,1,CE,BCD-OPT,BCD
90,550803974,2151578,EURINR24APR89.5PE,EURINR,0.0,2024-04-26,89.5,0.0025,1,PE,BCD-OPT,BCD
91,550726918,2151277,EURINR24APR89.75CE,EURINR,0.0,2024-04-26,89.75,0.0025,1,CE,BCD-OPT,BCD
92,550723334,2151263,EURINR24APR89.75PE,EURINR,0.0,2024-04-26,89.75,0.0025,1,PE,BCD-OPT,BCD
93,550821894,2151648,EURINR24APR89CE,EURINR,0.0,2024-04-26,89.0,0.0025,1,CE,BCD-OPT,BCD
94,550816006,2151625,EURINR24APR89PE,EURINR,0.0,2024-04-26,89.0,0.0025,1,PE,BCD-OPT,BCD
95,550934534,2152088,EURINR24APR90.25CE,EURINR,0.0,2024-04-26,90.25,0.0025,1,CE,BCD-OPT,BCD
96,550927878,2152062,EURINR24APR90.25PE,EURINR,0.0,2024-04-26,90.25,0.0025,1,PE,BCD-OPT,BCD
97,550752262,2151376,EURINR24APR90.5CE,EURINR,0.0,2024-04-26,90.5,0.0025,1,CE,BCD-OPT,BCD
98,550747398,2151357,EURINR24APR90.5PE,EURINR,0.0,2024-04-26,90.5,0.0025,1,PE,BCD-OPT,BCD
99,550955270,2152169,EURINR24APR90.75CE,EURINR,0.0,2024-04-26,90.75,0.0025,1,CE,BCD-OPT,BCD
100,550951430,2152154,EURINR24APR90.75PE,EURINR,0.0,2024-04-26,90.75,0.0025,1,PE,BCD-OPT,BCD
101,550764294,2151423,EURINR24APR90CE,EURINR,0.0,2024-04-26,90.0,0.0025,1,CE,BCD-OPT,BCD
102,550760454,2151408,EURINR24APR90PE,EURINR,0.0,2024-04-26,90.0,0.0025,1,PE,BCD-OPT,BCD
103,550807558,2151592,EURINR24APR91.25CE,EURINR,0.0,2024-04-26,91.25,0.0025,1,CE,BCD-OPT,BCD
104,550803462,2151576,EURINR24APR91.25PE,EURINR,0.0,2024-04-26,91.25,0.0025,1,PE,BCD-OPT,BCD
105,550889990,2151914,EURINR24APR91.5CE,EURINR,0.0,2024-04-26,91.5,0.0025,1,CE,BCD-OPT,BCD
106,550884870,2151894,EURINR24APR91.5PE,EURINR,0.0,2024-04-26,91.5,0.0025,1,PE,BCD-OPT,BCD
107,550796550,2151549,EURINR24APR91.75CE,EURINR,0.0,2024-04-26,91.75,0.0025,1,CE,BCD-OPT,BCD
108,550791942,2151531,EURINR24APR91.75PE,EURINR,0.0,2024-04-26,91.75,0.0025,1,PE,BCD-OPT,BCD
109,550904582,2151971,EURINR24APR91CE,EURINR,0.0,2024-04-26,91.0,0.0025,1,CE,BCD-OPT,BCD
110,550898182,2151946,EURINR24APR91PE,EURINR,0.0,2024-04-26,91.0,0.0025,1,PE,BCD-OPT,BCD
111,550955782,2152171,EURINR24APR92.25CE,EURINR,0.0,2024-04-26,92.25,0.0025,1,CE,BCD-OPT,BCD
112,550951686,2152155,EURINR24APR92.25PE,EURINR,0.0,2024-04-26,92.25,0.0025,1,PE,BCD-OPT,BCD
113,550740486,2151330,EURINR24APR92.5CE,EURINR,0.0,2024-04-26,92.5,0.0025,1,CE,BCD-OPT,BCD
114,550737414,2151318,EURINR24APR92.5PE,EURINR,0.0,2024-04-26,92.5,0.0025,1,PE,BCD-OPT,BCD
115,550943750,2152124,EURINR24APR92.75CE,EURINR,0.0,2024-04-26,92.75,0.0025,1,CE,BCD-OPT,BCD
116,550938374,2152103,EURINR24APR92.75PE,EURINR,0.0,2024-04-26,92.75,0.0025,1,PE,BCD-OPT,BCD
117,550752774,2151378,EURINR24APR92CE,EURINR,0.0,2024-04-26,92.0,0.0025,1,CE,BCD-OPT,BCD
118,550747654,2151358,EURINR24APR92PE,EURINR,0.0,2024-04-26,92.0,0.0025,1,PE,BCD-OPT,BCD
119,550797062,2151551,EURINR24APR93.25CE,EURINR,0.0,2024-04-26,93.25,0.0025,1,CE,BCD-OPT,BCD
120,550792198,2151532,EURINR24APR93.25PE,EURINR,0.0,2024-04-26,93.25,0.0025,1,PE,BCD-OPT,BCD
121,550878982,2151871,EURINR24APR93.5CE,EURINR,0.0,2024-04-26,93.5,0.0025,1,CE,BCD-OPT,BCD
122,550873350,2151849,EURINR24APR93.5PE,EURINR,0.0,2024-04-26,93.5,0.0025,1,PE,BCD-OPT,BCD
123,550782726,2151495,EURINR24APR93.75CE,EURINR,0.0,2024-04-26,93.75,0.0025,1,CE,BCD-OPT,BCD
124,550778630,2151479,EURINR24APR93.75PE,EURINR,0.0,2024-04-26,93.75,0.0025,1,PE,BCD-OPT,BCD
125,550890246,2151915,EURINR24APR93CE,EURINR,0.0,2024-04-26,93.0,0.0025,1,CE,BCD-OPT,BCD
126,550885126,2151895,EURINR24APR93PE,EURINR,0.0,2024-04-26,93.0,0.0025,1,PE,BCD-OPT,BCD
127,550741254,2151333,EURINR24APR94CE,EURINR,0.0,2024-04-26,94.0,0.0025,1,CE,BCD-OPT,BCD
128,550737670,2151319,EURINR24APR94PE,EURINR,0.0,2024-04-26,94.0,0.0025,1,PE,BCD-OPT,BCD
129,548703238,2143372,EURINR24FEB85.25CE,EURINR,0.0,2024-02-27,85.25,0.0025,1,CE,BCD-OPT,BCD
130,548699398,2143357,EURINR24FEB85.25PE,EURINR,0.0,2024-02-27,85.25,0.0025,1,PE,BCD-OPT,BCD
131,548766470,2143619,EURINR24FEB85.5CE,EURINR,0.0,2024-02-27,85.5,0.0025,1,CE,BCD-OPT,BCD
132,548760070,2143594,EURINR24FEB85.5PE,EURINR,0.0,2024-02-27,85.5,0.0025,1,PE,BCD-OPT,BCD
133,548692998,2143332,EURINR24FEB85.75CE,EURINR,0.0,2024-02-27,85.75,0.0025,1,CE,BCD-OPT,BCD
134,548689670,2143319,EURINR24FEB85.75PE,EURINR,0.0,2024-02-27,85.75,0.0025,1,PE,BCD-OPT,BCD
135,548777478,2143662,EURINR24FEB85CE,EURINR,0.0,2024-02-27,85.0,0.0025,1,CE,BCD-OPT,BCD
136,548773126,2143645,EURINR24FEB85PE,EURINR,0.0,2024-02-27,85.0,0.0025,1,PE,BCD-OPT,BCD
137,548815110,2143809,EURINR24FEB86.25CE,EURINR,0.0,2024-02-27,86.25,0.0025,1,CE,BCD-OPT,BCD
138,548808966,2143785,EURINR24FEB86.25PE,EURINR,0.0,2024-02-27,86.25,0.0025,1,PE,BCD-OPT,BCD
139,548649734,2143163,EURINR24FEB86.5CE,EURINR,0.0,2024-02-27,86.5,0.0025,1,CE,BCD-OPT,BCD
140,548644614,2143143,EURINR24FEB86.5PE,EURINR,0.0,2024-02-27,86.5,0.0025,1,PE,BCD-OPT,BCD
141,548803846,2143765,EURINR24FEB86.75CE,EURINR,0.0,2024-02-27,86.75,0.0025,1,CE,BCD-OPT,BCD
142,548799750,2143749,EURINR24FEB86.75PE,EURINR,0.0,2024-02-27,86.75,0.0025,1,PE,BCD-OPT,BCD
143,548657926,2143195,EURINR24FEB86CE,EURINR,0.0,2024-02-27,86.0,0.0025,1,CE,BCD-OPT,BCD
144,548655110,2143184,EURINR24FEB86PE,EURINR,0.0,2024-02-27,86.0,0.0025,1,PE,BCD-OPT,BCD
145,548694022,2143336,EURINR24FEB87.25CE,EURINR,0.0,2024-02-27,87.25,0.0025,1,CE,BCD-OPT,BCD
146,548690182,2143321,EURINR24FEB87.25PE,EURINR,0.0,2024-02-27,87.25,0.0025,1,PE,BCD-OPT,BCD
147,548753926,2143570,EURINR24FEB87.5CE,EURINR,0.0,2024-02-27,87.5,0.0025,1,CE,BCD-OPT,BCD
148,548749318,2143552,EURINR24FEB87.5PE,EURINR,0.0,2024-02-27,87.5,0.0025,1,PE,BCD-OPT,BCD
149,548682502,2143291,EURINR24FEB87.75CE,EURINR,0.0,2024-02-27,87.75,0.0025,1,CE,BCD-OPT,BCD
150,548678150,2143274,EURINR24FEB87.75PE,EURINR,0.0,2024-02-27,87.75,0.0025,1,PE,BCD-OPT,BCD
151,548766726,2143620,EURINR24FEB87CE,EURINR,0.0,2024-02-27,87.0,0.0025,1,CE,BCD-OPT,BCD
152,548760838,2143597,EURINR24FEB87PE,EURINR,0.0,2024-02-27,87.0,0.0025,1,PE,BCD-OPT,BCD
153,548804358,2143767,EURINR24FEB88.25CE,EURINR,0.0,2024-02-27,88.25,0.0025,1,CE,BCD-OPT,BCD
154,548800006,2143750,EURINR24FEB88.25PE,EURINR,0.0,2024-02-27,88.25,0.0025,1,PE,BCD-OPT,BCD
155,548640518,2143127,EURINR24FEB88.5CE,EURINR,0.0,2024-02-27,88.5,0.0025,1,CE,BCD-OPT,BCD
156,548636166,2143110,EURINR24FEB88.5PE,EURINR,0.0,2024-02-27,88.5,0.0025,1,PE,BCD-OPT,BCD
157,548790022,2143711,EURINR24FEB88.75CE,EURINR,0.0,2024-02-27,88.75,0.0025,1,CE,BCD-OPT,BCD
158,548784902,2143691,EURINR24FEB88.75PE,EURINR,0.0,2024-02-27,88.75,0.0025,1,PE,BCD-OPT,BCD
159,548650502,2143166,EURINR24FEB88CE,EURINR,0.0,2024-02-27,88.0,0.0025,1,CE,BCD-OPT,BCD
160,548644870,2143144,EURINR24FEB88PE,EURINR,0.0,2024-02-27,88.0,0.0025,1,PE,BCD-OPT,BCD
161,548683526,2143295,EURINR24FEB89.25CE,EURINR,0.0,2024-02-27,89.25,0.0025,1,CE,BCD-OPT,BCD
162,548678406,2143275,EURINR24FEB89.25PE,EURINR,0.0,2024-02-27,89.25,0.0025,1,PE,BCD-OPT,BCD
163,548744198,2143532,EURINR24FEB89.5CE,EURINR,0.0,2024-02-27,89.5,0.0025,1,CE,BCD-OPT,BCD
164,548736006,2143500,EURINR24FEB89.5PE,EURINR,0.0,2024-02-27,89.5,0.0025,1,PE,BCD-OPT,BCD
165,548671238,2143247,EURINR24FEB89.75CE,EURINR,0.0,2024-02-27,89.75,0.0025,1,CE,BCD-OPT,BCD
166,548668422,2143236,EURINR24FEB89.75PE,EURINR,0.0,2024-02-27,89.75,0.0025,1,PE,BCD-OPT,BCD
167,548754694,2143573,EURINR24FEB89CE,EURINR,0.0,2024-02-27,89.0,0.0025,1,CE,BCD-OPT,BCD
168,548749574,2143553,EURINR24FEB89PE,EURINR,0.0,2024-02-27,89.0,0.0025,1,PE,BCD-OPT,BCD
169,548639750,2143124,EURINR24FEB90.25CE,EURINR,0.0,2024-02-27,90.25,0.0025,1,CE,BCD-OPT,BCD
170,548635654,2143108,EURINR24FEB90.25PE,EURINR,0.0,2024-02-27,90.25,0.0025,1,PE,BCD-OPT,BCD
171,548699910,2143359,EURINR24FEB90.5CE,EURINR,0.0,2024-02-27,90.5,0.0025,1,CE,BCD-OPT,BCD
172,548694534,2143338,EURINR24FEB90.5PE,EURINR,0.0,2024-02-27,90.5,0.0025,1,PE,BCD-OPT,BCD
173,548628230,2143079,EURINR24FEB90.75CE,EURINR,0.0,2024-02-27,90.75,0.0025,1,CE,BCD-OPT,BCD
174,548623366,2143060,EURINR24FEB90.75PE,EURINR,0.0,2024-02-27,90.75,0.0025,1,PE,BCD-OPT,BCD
175,548708614,2143393,EURINR24FEB90CE,EURINR,0.0,2024-02-27,90.0,0.0025,1,CE,BCD-OPT,BCD
176,548704518,2143377,EURINR24FEB90PE,EURINR,0.0,2024-02-27,90.0,0.0025,1,PE,BCD-OPT,BCD
177,548743430,2143529,EURINR24FEB91.25CE,EURINR,0.0,2024-02-27,91.25,0.0025,1,CE,BCD-OPT,BCD
178,548735750,2143499,EURINR24FEB91.25PE,EURINR,0.0,2024-02-27,91.25,0.0025,1,PE,BCD-OPT,BCD
179,548834566,2143885,EURINR24FEB91.5CE,EURINR,0.0,2024-02-27,91.5,0.0025,1,CE,BCD-OPT,BCD
180,548832006,2143875,EURINR24FEB91.5PE,EURINR,0.0,2024-02-27,91.5,0.0025,1,PE,BCD-OPT,BCD
181,548730118,2143477,EURINR24FEB91.75CE,EURINR,0.0,2024-02-27,91.75,0.0025,1,CE,BCD-OPT,BCD
182,548727046,2143465,EURINR24FEB91.75PE,EURINR,0.0,2024-02-27,91.75,0.0025,1,PE,BCD-OPT,BCD
183,548822278,2143837,EURINR24FEB91CE,EURINR,0.0,2024-02-27,91.0,0.0025,1,CE,BCD-OPT,BCD
184,548817414,2143818,EURINR24FEB91PE,EURINR,0.0,2024-02-27,91.0,0.0025,1,PE,BCD-OPT,BCD
185,548628998,2143082,EURINR24FEB92.25CE,EURINR,0.0,2024-02-27,92.25,0.0025,1,CE,BCD-OPT,BCD
186,548623622,2143061,EURINR24FEB92.25PE,EURINR,0.0,2024-02-27,92.25,0.0025,1,PE,BCD-OPT,BCD
187,548714246,2143415,EURINR24FEB92.5CE,EURINR,0.0,2024-02-27,92.5,0.0025,1,CE,BCD-OPT,BCD
188,548711942,2143406,EURINR24FEB92.5PE,EURINR,0.0,2024-02-27,92.5,0.0025,1,PE,BCD-OPT,BCD
189,548840198,2143907,EURINR24FEB92.75CE,EURINR,0.0,2024-02-27,92.75,0.0025,1,CE,BCD-OPT,BCD
190,548838406,2143900,EURINR24FEB92.75PE,EURINR,0.0,2024-02-27,92.75,0.0025,1,PE,BCD-OPT,BCD
191,548700422,2143361,EURINR24FEB92CE,EURINR,0.0,2024-02-27,92.0,0.0025,1,CE,BCD-OPT,BCD
192,548695302,2143341,EURINR24FEB92PE,EURINR,0.0,2024-02-27,92.0,0.0025,1,PE,BCD-OPT,BCD
193,548730374,2143478,EURINR24FEB93.25CE,EURINR,0.0,2024-02-27,93.25,0.0025,1,CE,BCD-OPT,BCD
194,548727302,2143466,EURINR24FEB93.25PE,EURINR,0.0,2024-02-27,93.25,0.0025,1,PE,BCD-OPT,BCD
195,548828166,2143860,EURINR24FEB93.5CE,EURINR,0.0,2024-02-27,93.5,0.0025,1,CE,BCD-OPT,BCD
196,548825350,2143849,EURINR24FEB93.5PE,EURINR,0.0,2024-02-27,93.5,0.0025,1,PE,BCD-OPT,BCD
197,548722694,2143448,EURINR24FEB93.75CE,EURINR,0.0,2024-02-27,93.75,0.0025,1,CE,BCD-OPT,BCD
198,548719622,2143436,EURINR24FEB93.75PE,EURINR,0.0,2024-02-27,93.75,0.0025,1,PE,BCD-OPT,BCD
199,548835334,2143888,EURINR24FEB93CE,EURINR,0.0,2024-02-27,93.0,0.0025,1,CE,BCD-OPT,BCD
200,548832518,2143877,EURINR24FEB93PE,EURINR,0.0,2024-02-27,93.0,0.0025,1,PE,BCD-OPT,BCD
201,548840710,2143909,EURINR24FEB94.25CE,EURINR,0.0,2024-02-27,94.25,0.0025,1,CE,BCD-OPT,BCD
202,548838918,2143902,EURINR24FEB94.25PE,EURINR,0.0,2024-02-27,94.25,0.0025,1,PE,BCD-OPT,BCD
203,548707590,2143389,EURINR24FEB94.5CE,EURINR,0.0,2024-02-27,94.5,0.0025,1,CE,BCD-OPT,BCD
204,548703494,2143373,EURINR24FEB94.5PE,EURINR,0.0,2024-02-27,94.5,0.0025,1,PE,BCD-OPT,BCD
205,548836870,2143894,EURINR24FEB94.75CE,EURINR,0.0,2024-02-27,94.75,0.0025,1,CE,BCD-OPT,BCD
206,548834310,2143884,EURINR24FEB94.75PE,EURINR,0.0,2024-02-27,94.75,0.0025,1,PE,BCD-OPT,BCD
207,548715014,2143418,EURINR24FEB94CE,EURINR,0.0,2024-02-27,94.0,0.0025,1,CE,BCD-OPT,BCD
208,548712198,2143407,EURINR24FEB94PE,EURINR,0.0,2024-02-27,94.0,0.0025,1,PE,BCD-OPT,BCD
209,548722950,2143449,EURINR24FEB95.25CE,EURINR,0.0,2024-02-27,95.25,0.0025,1,CE,BCD-OPT,BCD
210,548719878,2143437,EURINR24FEB95.25PE,EURINR,0.0,2024-02-27,95.25,0.0025,1,PE,BCD-OPT,BCD
211,548820230,2143829,EURINR24FEB95.5CE,EURINR,0.0,2024-02-27,95.5,0.0025,1,CE,BCD-OPT,BCD
212,548816134,2143813,EURINR24FEB95.5PE,EURINR,0.0,2024-02-27,95.5,0.0025,1,PE,BCD-OPT,BCD
